code_lang,video_url,summary,category,domain,id
"[""python"", ""cpp"", ""java"", ""c""]",https://www.youtube.com/watch?v=BsYbdUnKZ-Y,"깊이 우선 탐색(DFS)과 너비 우선 탐색(BFS)은 그래프 탐색 알고리즘으로, 각각의 특징에 따라 문제를 해결하는 방식이 다릅니다. DFS는 한 경로를 끝까지 탐색한 후 다른 경로로 넘어가는 방식으로, 재귀함수를 통해 구현됩니다. 반면 BFS는 여러 경로를 동시에 탐색하며, 큐를 사용하여 순서대로 탐색합니다. 두 알고리즘 모두 경로 탐색, 네트워크 연결 확인, 조합 생성 문제에 활용됩니다.

DFS는 동작 검증이 용이하고 코드가 간결해지는 장점이 있지만, 최악의 경우 모든 조합을 탐색해야 할 수 있어 시간이 오래 걸릴 수 있습니다. BFS는 모든 경우를 한 단계씩 탐색하므로 시간 복잡도가 낮고, 특정 문제에서 더 효율적일 수 있습니다. 따라서 문제의 난이도와 특성에 따라 적절한 알고리즘을 선택하는 것이 중요합니다.

- DFS는 재귀함수로 구현하며, 깊이 있는 탐색을 수행.
- BFS는 큐를 사용하여 너비 있는 탐색을 수행.
- 두 알고리즘 모두 경로 탐색, 네트워크 문제, 조합 문제에 사용.
- DFS는 동작 검증이 쉽고 코드가 간결하지만, 최악의 경우 시간이 오래 걸릴 수 있음.
- BFS는 시간 복잡도가 낮고, 특정 문제에서 더 효율적일 수 있음.

[tags] DFS, BFS, 그래프 탐색, 재귀, 큐
[lang] unknown","[""DFS"", ""BFS""]",algorithm,1
"[""python""]",https://www.youtube.com/watch?v=bTMV-VeaTws,"스파이가 다양한 의상을 조합하여 위장하는 문제를 해결하기 위해, 의상의 종류별로 개수를 세고 조합의 수를 계산하는 방법을 설명한다. 주어진 의상 목록에서 각 의상의 종류를 해시맵이나 카운터를 사용하여 분류하고, 각 종류별로 입지 않는 경우를 포함하여 조합의 수를 계산한다. 최종적으로는 아무것도 입지 않는 경우를 제외하여 유효한 조합의 수를 도출한다. 이 과정에서 해시맵의 활용, 카운터의 사용, 그리고 리듀스 함수를 통한 누적 계산 방법을 배운다.

- 의상을 종류별로 분류하여 해시맵 또는 카운터 생성
- 입지 않는 경우를 포함하여 조합 수 계산
- 최소 1개 이상의 의상 착용 조건 고려
- 해시맵.get() 메서드 활용
- 리듀스 함수를 통한 누적 계산

[tags] HashMap, Counter, Reduce, Combinatorics
[lang] python","[""HashMap""]",algorithm,2
"[""cpp""]",https://www.youtube.com/watch?v=9aHVA7mJcqQ,"완전탐색의 기본 코드에 대해 설명하며, 두 가지 예제를 통해 포문과 순열 구현을 다룬다. 첫 번째 예제는 포커카드 N장 중 2장을 선택하여 합이 M에 최대한 가까운 값을 찾는 문제로, 이중 포문을 사용하여 두 수가 겹치지 않도록 처리한다. 그러나 N이 10만 이상일 경우 시간 초과가 발생할 수 있다. 두 번째 예제는 n개의 정수로 이루어진 순열 중 사전 순으로 n번째 위치한 순열을 찾는 문제로, do while 문과 Permutation 함수를 활용하여 구현한다. 이 경우 n이 10 이상일 경우에도 시간 초과가 발생할 수 있다.

- 완전탐색은 문제에 따라 다양한 방식으로 구현 가능
- 이중 포문 사용 시 겹치지 않도록 주의
- 순열 문제는 n!의 시간 복잡도를 가짐
- do while 문과 Permutation 함수 활용 가능
- 입력값에 따라 시간 초과 주의 필요

[tags] 완전탐색, 이중 포문, 순열, Permutation
[lang] unknown","[""Brute Force""]",algorithm,3
"[""python""]",https://www.youtube.com/watch?v=naZB_PZ1lb0,"BFS(너비 우선 탐색)는 방향성이 없는 그래프에서 출발 노드에서 도착 노드까지의 최소 간선 수를 찾는 전형적인 알고리즘입니다. 이 문제는 인접 리스트를 사용하여 그래프를 표현하고, 큐를 통해 탐색을 진행합니다. 초기에는 방문 배열과 큐를 설정하고, 시작 노드를 큐에 추가한 후, 큐가 비어있지 않은 동안 반복적으로 노드를 꺼내어 연결된 노드를 탐색합니다. 방문하지 않은 노드는 큐에 추가하고 방문 표시를 하며, 도착 노드에 도달하면 경과한 간선 수를 반환합니다. 만약 도착 노드에 도달하지 못하면 0을 반환합니다.

- BFS는 그래프 탐색에 적합하며, 최단 경로 문제에 자주 사용된다.
- 인접 리스트를 통해 그래프를 효율적으로 표현할 수 있다.
- 큐를 사용하여 탐색 순서를 관리하며, 방문 배열로 중복 방문을 방지한다.
- 복잡한 문제에서도 기본적인 BFS 구조를 유지하며 변형하여 사용할 수 있다.

[tags] BFS
[lang] unknown","[""BFS""]",algorithm,4
"[""python""]",https://www.youtube.com/watch?v=Cm3-AxNsQWg,"깊이 우선 탐색(DFS)은 그래프를 탐색하는 방법으로, 시작 노드에서 깊이 방향으로 탐색을 진행하며 더 이상 방문할 노드가 없을 경우 이전 노드로 돌아가 반복하는 방식이다. DFS는 재귀 호출 또는 스택을 사용하여 구현할 수 있으며, 인접 리스트나 인접 행렬로 그래프를 표현할 수 있다. 이 과정에서 방문 여부를 체크하기 위해 visited 배열을 사용하고, 인접 노드가 존재할 경우 DFS를 재귀적으로 호출하거나 스택에 추가하여 탐색을 계속한다.

DFS는 다양한 문제에 활용될 수 있으며, 예를 들어 플러드 필 알고리즘을 구현하거나 특정 시작점에서 도착점까지의 경로 존재 여부를 확인하는 데 사용된다. DFS의 시간 복잡도는 O(V + E)로, V는 정점의 수, E는 간선의 수를 의미한다.

- DFS는 깊이 우선 탐색 알고리즘이다.
- 재귀 호출 또는 스택을 사용하여 구현할 수 있다.
- 인접 리스트 또는 인접 행렬로 그래프를 표현할 수 있다.
- 방문 여부를 체크하기 위해 visited 배열을 사용한다.
- 다양한 문제에 활용 가능하다.

[tags] DFS, 그래프 탐색, 플러드 필 알고리즘
[lang] unknown","[""DFS"", ""Stack""]",algorithm,5
"[""python"", ""cpp"", ""java"", ""c""]",https://www.youtube.com/watch?v=D_ZuvwIkinQ,"그래프 표현은 다양한 그래프 알고리즘을 이해하고 적용하는 데 필수적이다. 그래프는 주로 엣지 리스트, 인접 행렬, 인접 리스트의 세 가지 방법으로 표현된다. 엣지 리스트는 엣지를 중심으로 그래프를 표현하며, 가중치가 없는 경우 간단한 2차원 배열로 나타낼 수 있다. 그러나 노드 중심의 알고리즘에는 적합하지 않다. 인접 행렬은 노드 수에 따라 NxN 배열로 표현되며, 직접 접근이 가능하지만 공간 효율성이 떨어지고 탐색 시 시간 복잡도가 높다. 반면 인접 리스트는 가변적인 배열을 사용하여 노드와 엣지를 효율적으로 표현할 수 있어, 노드 중심의 알고리즘에 적합하다.

- 그래프 표현 방법: 엣지 리스트, 인접 행렬, 인접 리스트
- 엣지 리스트는 엣지를 중심으로 표현, 노드 중심 알고리즘에 비효율적
- 인접 행렬은 직접 접근 가능하지만 공간 비효율적
- 인접 리스트는 가변적 배열로 노드와 엣지를 효율적으로 표현

[tags] 엣지 리스트, 인접 행렬, 인접 리스트
[lang] unknown","[""Graph""]",algorithm,6
"[""java""]",https://www.youtube.com/watch?v=sN8IVvzF3zI,"주어진 문제는 1부터 n까지의 수를 이어서 썼을 때, 그 수의 자릿수를 구하는 것입니다. 이 문제를 해결하기 위해서는 각 자릿수 범위에 따라 수의 개수를 계산하고, 각 범위의 자릿수를 곱하여 총합을 구하는 방식으로 접근합니다. 예를 들어, 1부터 9까지는 9개의 수가 1자리, 10부터 99까지는 90개의 수가 2자리, 100부터 n까지는 3자리로 계산하여 자릿수를 합산합니다. 이 과정에서 n의 범위에 따라 반복문을 사용하여 효율적으로 계산할 수 있습니다.

- 1부터 n까지의 수를 이어서 썼을 때 자릿수 계산
- 자릿수 범위에 따라 수의 개수와 자릿수 곱하기
- 반복문을 통해 효율적으로 계산
- 시간 복잡도는 O(log n)으로 빠름

[tags] 
[""Math"", ""Loop"", ""Counting""]
[lang] java","[""Math"",""Brute Force""]",algorithm,7
"[""python"", ""cpp"", ""java"", ""c""]",https://www.youtube.com/watch?v=ygdfQDKLTD4,"깊이 우선 탐색(DFS)과 너비 우선 탐색(BFS)은 그래프 탐색의 두 가지 주요 방법입니다. DFS는 한 방향으로 최대한 깊이 탐색한 후, 더 이상 갈 수 없을 때 가장 가까운 갈림길로 돌아와 다른 방향을 탐색하는 방식입니다. 이 과정은 스택을 사용하여 구현되며, 방문한 노드를 기록하여 중복 방문을 방지합니다. 반면, BFS는 현재 위치에서 갈 수 있는 모든 노드를 한 번에 탐색하고, 큐를 사용하여 먼저 들어온 노드부터 처리하는 방식입니다. BFS는 모든 인접 노드를 탐색한 후, 다음 레벨의 노드로 이동합니다.

- DFS는 깊이를 우선시하여 탐색하며, 스택을 사용합니다.
- BFS는 너비를 우선시하여 탐색하며, 큐를 사용합니다.
- 두 알고리즘 모두 그래프의 모든 노드를 방문할 수 있습니다.
- DFS는 재귀적으로 구현할 수 있으며, BFS는 반복문을 사용하여 구현합니다.

[tags] DFS, BFS
[lang] unknown","[""DFS"", ""BFS"", ""Graph""]",algorithm,8
"[""python"", ""cpp"", ""java"", ""c""]",https://www.youtube.com/watch?v=zFL29ydL9D8,"해시는 키-값 쌍으로 데이터를 저장하는 자료구조로, 전화번호부와 유사한 개념이다. 해시는 문자열과 같은 다양한 데이터 타입을 키로 사용할 수 있어, 배열로는 접근할 수 없는 정보를 효율적으로 관리할 수 있다. 예를 들어, 마라톤 문제에서 완주하지 못한 선수를 찾기 위해 해시맵을 사용하면, 선수의 이름을 키로 하여 그들의 완주 여부를 쉽게 기록하고 조회할 수 있다. 해시를 사용할 때는 주로 문자열 기반의 정보를 다루는 문제에서 유용하며, 기본적으로 `put`, `get`, `getOrDefault` 세 가지 함수를 기억하면 된다.

- 해시는 키-값 쌍으로 구성된 자료구조이다.
- 문자열을 키로 사용하여 정보를 관리할 수 있다.
- 배열보다 효율적으로 데이터를 검색하고 수정할 수 있다.
- `put`, `get`, `getOrDefault` 함수가 핵심이다.
- 문자열 기반 문제에서 해시를 활용하는 것이 좋다.

[tags] 
[lang] unknown","[""Hashing""]",algorithm,9
"[""python""]",https://www.youtube.com/watch?v=K1A7Zj_hoew,"이 문제는 백준 13905번 세부로, 그래프에서 집과 집을 연결하는 다리의 무게 제한을 고려하여 최대한 많은 빼빼로를 운반할 수 있는 경로를 찾는 문제입니다. 해결 방법으로는 BFS와 이분 탐색을 활용하는 방법, 최대 신장 트리를 이용하는 방법, 그리고 다익스트라 알고리즘을 응용하는 방법이 있습니다. BFS를 통해 특정 무게 제한에서 목적지에 도달할 수 있는지를 확인하고, 이분 탐색으로 가능한 최대 무게를 찾아냅니다. 최대 신장 트리 방법은 유니온-파인드 알고리즘을 사용하여 간선을 큰 것부터 연결하며, 다익스트라 알고리즘은 최대 힙을 이용해 각 지점에서 가장 많은 빼빼로를 운반할 수 있는 경로를 찾습니다.

- BFS와 이분 탐색을 통해 경로 탐색
- 유니온-파인드로 최대 신장 트리 구현
- 다익스트라 알고리즘의 변형 사용
- 시간 복잡도: BFS O(V + E), 이분 탐색 O(log K), 다익스트라 O(E log V)

[tags] BFS, Dijkstra, Union-Find, Binary Search
[lang] python","[""BFS"", ""Dijkstra"", ""Binary Search""]",algorithm,10
