timestamp,pitch,yaw,roll,gaze_lr,gaze_ud,final_lr,final_ud,face_count,face_visible,label,video_id
1765179841.5519855,-178.17050085069977,-19.953030944708285,-3.651416794171751,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179841.603836,-178.7071091265636,-19.01840075670421,-3.676718192060963,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179841.6552534,-178.6555467996363,-18.44305759742544,-3.712477963859546,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179841.7070944,-178.79043374928426,-19.792380412608697,-3.4450902229599087,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179841.751945,-179.3129390779,-19.47920274216941,-3.524443086187939,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179841.8071718,179.5131973600496,-13.67858154368286,-3.8936847609888,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179841.8526802,-177.83211393567288,-20.018813233447087,-3.612704072542837,CENTER,CENTER,LEFT,CENTER,1,1,0,normal_1
1765179841.9064095,-177.86154083423162,-19.216195218124252,-3.6007177149024847,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179841.9531105,-178.0418093572093,-19.92779630298678,-3.9633029303879863,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.002507,-178.30058901484574,-18.42410771330973,-3.86344022303432,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.0529666,-178.83186867260574,-18.498428937522476,-4.134463586332171,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.1052158,-178.48946364661336,-17.649544311575415,-4.536499815874213,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.1540363,-177.7176926115974,-19.22502938471152,-4.447264642552552,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.201905,-177.42395392814797,-17.47369873005555,-4.720596811067966,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.252234,-178.12423272445625,-17.96452470198427,-4.863824138270801,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.3081362,-178.0199129346538,-13.31214850959484,-4.956512212062404,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.3570209,-177.1199857474663,-17.101724172962747,-5.161656278950283,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.4098115,-177.71542069496434,-18.646442816686022,-5.386190006929872,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.46394,-178.165782638659,-15.875710964136443,-5.087383958511891,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.516694,-177.87268635360556,-15.259125956711818,-5.123980013143638,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.5659509,-177.59423945776197,-19.03012880861939,-4.9685377988622,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.6159751,-178.02454261066595,-17.74107237366002,-5.201120372432468,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.6715658,-177.43570606001336,-19.37673345293254,-5.341231458378033,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.7263994,-178.20867544303178,-17.373154781806672,-5.494392856146076,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.7832675,-177.75127039727397,-18.77041959342031,-5.31434300810147,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.842002,-177.66134543943127,-16.307597644576138,-5.674113693942649,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.899499,-177.86753104904517,-18.109044058427056,-5.932534850602591,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179842.9533455,-179.15439452516608,-15.056977266474282,-7.046698867533585,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.003713,179.77658665017623,-7.690150767357605,-8.271758362525048,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.058755,178.94749312037555,-11.25652328894505,-7.511305456062756,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.1086454,179.3386533193664,-15.2364412650184,-6.933510412715405,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.1604242,179.12223340832446,-14.348507289218665,-5.869142136128357,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.2135673,178.7680717922834,-14.576345608834853,-5.901225979127011,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.2666266,178.4371674533922,-15.631021101211749,-5.800885010698824,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.317318,179.69002362549813,-16.408187636496343,-6.289007821723238,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.3669796,179.4194005118448,-17.900756942568737,-6.176575181753598,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.416374,179.24033153007835,-16.53553112769362,-5.922884684133401,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.4680364,177.57379739999567,-14.133267819303072,-5.412381898744094,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.5183988,179.19271848481355,-17.719236548350842,-5.453127472295922,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.5701263,178.81241980551928,-17.935734380995974,-5.405389321661478,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.6229095,179.1051714042076,-17.126722650533058,-5.360376681967121,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.6676264,179.34120310157,-18.86853867227329,-5.32715213246279,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.7241943,-179.77136381515936,-16.80875972126089,-5.479782179168847,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.7717676,179.7191456181191,-17.443401186492835,-5.554630125123749,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179843.8248997,-179.9366221650202,-16.654408702761103,-5.373106398306453,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.8754902,178.6307951427426,-14.727067233170594,-5.360560748781443,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.9268987,179.33583482589734,-14.992102758431027,-4.984932462889557,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179843.9783285,179.12135688801615,-16.58704715197988,-4.616604961701575,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.0312166,179.07508470902707,-15.878431437836,-4.928878366626702,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.0830748,178.7415136582657,-16.3324649722331,-4.778046408101972,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.1310031,178.98905220427002,-17.671632224925784,-5.168063768235196,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.1864622,177.31282805464772,-10.795774778412628,-5.65530713783905,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179844.2366924,178.93419046508836,-16.276732843695118,-5.568095926147016,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179844.28871,179.0977470106833,-15.81083894495637,-5.904903408779487,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.3352804,179.2194185017352,-15.729075229320904,-5.903919565112877,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179844.38669,179.0449991884613,-15.698632128620536,-5.940563494197226,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179844.4420347,178.92704782700176,-15.699892777403944,-5.904309511470175,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.4897065,178.8648617126528,-15.69719561356476,-5.87872576816897,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179844.5328016,178.28257452840168,-14.578393035091384,-5.804472879489918,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179844.5882747,178.84377855445024,-13.601762282151588,-5.693707933781563,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179844.6421366,178.26021183398257,-12.465098256810718,-5.675120941471955,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179844.686811,178.36972801532758,-12.125970199946163,-5.535212917264691,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.741789,177.87739106887153,-12.09243090705266,-5.16565945699925,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.7920609,178.7283127359728,-13.976611144216118,-4.943348174658674,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.842937,178.41519144865188,-13.480073739929267,-5.236746969568598,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.8949528,178.39432593563467,-14.291317685249496,-5.093010079036772,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179844.9436307,179.61908759791788,-15.75062349783861,-5.237065874885433,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179844.992386,178.90196433573757,-14.30741373700018,-5.158792260327958,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179845.0444653,178.70958781228978,-11.606635821859648,-5.309396176291124,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.0964217,178.89368643483658,-12.678170478242809,-5.193590257444074,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.1446426,179.18202499159284,-15.471402535691698,-5.304325941161831,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.185962,178.87582009621474,-14.221416248427454,-5.236623004968031,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.2386556,178.6561947147576,-13.95095976567039,-5.278069081061917,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.2901442,179.39016323822463,-15.325601460215134,-5.2116514318971054,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.338499,179.2967091936332,-14.323286160947694,-5.16111135815336,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179845.389891,178.6815541157678,-13.789055687617203,-4.731163605881662,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.4419465,179.409468814023,-14.07221674454794,-5.095432917130704,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.4942784,177.20667747518226,-9.820366346793357,-5.069002759494023,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179845.5463989,178.37524078930457,-11.339508312720628,-5.061569484353601,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179845.597276,177.76733598662636,-15.22497813896593,-5.440124704815953,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179845.64783,177.84157469568976,-14.445047281398525,-5.2295622104465656,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179845.6993542,178.14691246845484,-15.2814893873463,-5.12843214597343,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.7496092,177.74765020288064,-16.187178225225406,-4.878199294402965,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179845.799593,177.34722318941476,-15.964994518820868,-4.919775084246347,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.8475723,177.68296247522147,-14.87131554010643,-5.012746897448371,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179845.8997943,178.80614947188485,-16.986475155866476,-5.191295825828037,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179845.9535155,178.76351439945458,-16.577456011616338,-4.886426508863575,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179846.008984,178.59286714335684,-15.130453106551975,-4.84966639383246,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179846.059177,-179.99916337631737,-17.99000307231488,-5.2148752682414585,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179846.1112664,179.49282657443726,-18.294045643009788,-5.052695267947962,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179846.158566,179.23555762888043,-17.3048707022378,-4.866074378941702,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179846.2084217,176.12726976046,-14.706369158002264,-4.841921810175966,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179846.2561882,178.75624731277452,-17.48016667177336,-4.854340425125736,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179846.3089974,179.1083884985895,-16.55983424597428,-4.84712462332057,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179846.373151,179.29605748330562,-18.827202963971896,-5.096359185667761,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179846.4263191,179.50115444980486,-16.472060785045553,-5.08677269670472,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179846.4842377,179.58808981299137,-18.208158023237743,-4.926731885795447,CENTER,CENTER,CENTER,CENTER,1,1,0,normal_1
1765179846.5416434,176.62222035033997,-13.515717586198416,-4.854960329100089,CENTER,UP,CENTER,UP,1,1,0,normal_1
1765179846.598034,177.92889980676765,-13.524674905059795,-4.666815469872172,CENTER,UP,CENTER,UP,1,1,0,normal_1
