timestamp,pitch,yaw,roll,gaze_lr_avg,gaze_ud_avg,gaze_lr_diff,gaze_ud_diff,face_count,face_visible,label,video_id
1765861899.636066,-170.78988563395356,1.2765797206129572,-0.3864610376146575,0.5,0.4700539299580346,1.0,0.2693396519023421,1,1,0,normal_1
1765861899.6555157,-170.83311744665505,-4.533515515073792,-0.678117024594052,0.5,0.4852268835798559,1.0,0.1964852983490715,1,1,0,normal_1
1765861899.670891,-171.20478963632732,-4.152060037670046,-0.5147886086723154,0.5,0.4615745371480024,1.0,0.170901386775166,1,1,0,normal_1
1765861899.6842191,-170.60000295621518,-3.647237130906541,-0.3355709561923955,0.5,0.4343689196993616,1.0,0.3063518768424162,1,1,0,normal_1
1765861899.6982193,-170.31633603870537,-3.125162091398912,-0.3666294329150711,0.5,0.4536371495723263,1.0,0.2874568269895785,1,1,0,normal_1
1765861899.712855,-170.6914677297961,-4.527472491803977,-0.4225250624823122,0.5,0.4444885156728597,1.0,0.2827012617318583,1,1,0,normal_1
1765861899.7256162,-171.3863294001571,-4.264764183652925,-0.370751289590102,0.5,0.4541886827050054,1.0,0.2962532716003217,1,1,0,normal_1
1765861899.7337532,-171.07620079517258,-3.380414533265715,-0.4989290825617224,0.5,0.4613622870517992,1.0,0.2869436522556114,1,1,0,normal_1
1765861899.752772,-171.29192732130883,-3.095695168252363,-0.4101635259111119,0.5,0.4140467122860471,1.0,0.3507590779138189,1,1,0,normal_1
1765861899.7647986,-170.92870478700354,-4.3893889278896046,-0.395345350126393,0.5,0.4284811231616897,1.0,0.37377260920023,1,1,0,normal_1
1765861899.777964,-171.1208795242468,-5.674149022695333,-0.5286037077928185,0.5,0.4452578237301529,1.0,0.3503158904118068,1,1,0,normal_1
1765861899.790687,-171.6678323539932,-3.989145003540267,-0.4114724294196419,0.5,0.4194032817624045,1.0,0.838806563524809,1,1,0,normal_1
1765861899.8009388,-171.17697819532998,-2.845103063218242,-0.1099485808014524,0.5,0.4209962170863775,1.0,0.475660836493872,1,1,0,normal_1
1765861899.8160136,-170.05549716829006,-11.991759239811964,-0.5606089596308581,0.5,0.4374693813729857,1.0,0.2900000105879938,1,1,0,normal_1
