id,domain,category,video_url,title,duration
1,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=wq3lNfeveto,"Answering Basic Networking Interview Questions, + a Help Desk Ticket",
2,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=eSommbPzrIY,PM technical mock interview: explain how APIs work (w/ FinTech PM),
3,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=7NUFa-iGHtE,Fix Your Code by Talking to a Duck?! 🦆🤯,
4,live_coding,THINK_ALOUD,https://www.youtube.com/watch?v=ld0cvWnrVsU,Cracking the Behavioral Interview for Software Developers,
5,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=qChEzGhMYWU,Coding Interviews in 2024 be like...,
6,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=0VsbNE2sM6A,"Stop Panic Coding: The ""System 2"" Method for Interviews 🛑",
7,live_coding,CRISIS_MGMT,https://www.youtube.com/watch?v=F0jmNwfX4UI,How to Fix errors With live coding - Trae Editor,
8,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=FgCEMWtiSPE,Why Clarifying Assumptions and Asking Questions Is Key to Coding Interview Success,
9,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=oKO_JBtIbvg,Clarifying Questions,
10,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=Od40MAST0OY,How to properly scope out a problem in a coding interview,
11,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=Ehnmqp6FaDE,"From Layoff to OpenAI: Clarifying Questions, Improv, Better Interviews",
12,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=vFOw_m5zNCs,Confessions from a Big Tech Hiring Manager: Tips for Software Engineering Interviews,
13,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=7HTCYhE67Vs,How to respond to Coding Interview Questions?,
14,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=MPkUPn2MOvo,5 Deadly Mistakes You Must NEVER Make In Case Interviews,
15,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=T9rc3cfILS4,6 Common Mistakes Made in Coding Interviews,
16,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=lNu8IIbhS24,Things you should DO in a Coding Interview #coding #interview,
17,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=tuL-WmYKBgo,Googleyness and Leadership Interview Question,
18,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=LgUNchFaN9Q,Systems Architecture Interview: Clarifying the Question,
19,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=H20LG9TXDKQ,REAL React Interview Questions - Live Coding,
20,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=kUTbEcO-lrk,10 JavaScript Interview Questions You HAVE TO KNOW,
21,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=6l3ww3KOYes,7 questions you MUST ask for LeetCode and coding Interviews | Ex-Google Engineer Tips,
22,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=3BN-YHcJfOY,The React Interview Questions You need to Know,
23,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=QgOB08zenSM,Defensive Coding Around Edge Cases,
24,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=Nq6atbGJ7II,Software Engineering: Testing edge cases in TDD? (2 Solutions!!),
25,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=NoP3am8ipYw,"Base, Edge, and Corner Cases; Happy and Sad Paths",
26,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=WykXfsKQ5KI,System Verilog Interview Questions(Part-I) for Freshers|Constraints & Randomization #vlsi #interview,
27,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=uIhXCrEpB08,Sudoku (using System Verilog Constraint) - Interview Question for Apple/Google etc,
28,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=jijIcOMTMTA,System  Verilog Constraints And Interview Questions,
29,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=0ILdGOI25cI,Examples for Constraint #systemverilog | PART-1 |Constraints Q&A #vlsi #learn #coding #semiconductor,
30,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=OFeziQfDX2c,System Verilog Coding Interview Questions (Part-|||) | Single line solution | Array Manipulations,
31,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=3etzME4DNXg,Significance Of The Constraints | How To Solve Any Coding Problem In Your Interview Part 2,
32,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=0DOn7Dr75tI,System Verilog Constraint Interview Question,
33,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=j-ckf0F6UW8,What is SQL Constraints? | Key Interview Questions Answered,
34,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=-SyEKHpyh6c,Common Mistakes to Avoid in Coding Interviews: Ignoring Problem Constraints,
35,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=HeQdgHHhjQY,SV constraints | Interview question | Pattern generation 111222333444555 #vlsi #sv #chipconfessions,
36,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=eB7SMsE6qEc,LeetCode Feels Easy After This Reverse Runtime Trick,
37,live_coding,REQUIREMENT_CHECK,https://www.youtube.com/watch?v=LXNFi2_q0QA,Systemverilog  Interview questions 10/n  #vlsi  #education#shorts #designverification #semiconductor,
