category,code_lang,url,video_id
BFS,python,https://www.youtube.com/watch?v=BsYbdUnKZ-Y,BsYbdUnKZ-Y
BFS,python,https://www.youtube.com/watch?v=bTMV-VeaTws,bTMV-VeaTws
BFS,python,https://www.youtube.com/watch?v=9aHVA7mJcqQ,9aHVA7mJcqQ
BFS,python,https://www.youtube.com/watch?v=naZB_PZ1lb0,naZB_PZ1lb0
BFS,python,https://www.youtube.com/watch?v=Cm3-AxNsQWg,Cm3-AxNsQWg
BFS,python,https://www.youtube.com/watch?v=uLs62knf8MI,uLs62knf8MI
BFS,python,https://www.youtube.com/watch?v=D_ZuvwIkinQ,D_ZuvwIkinQ
BFS,python,https://www.youtube.com/watch?v=sN8IVvzF3zI,sN8IVvzF3zI
BFS,python,https://www.youtube.com/watch?v=ygdfQDKLTD4,ygdfQDKLTD4
BFS,python,https://www.youtube.com/watch?v=zFL29ydL9D8,zFL29ydL9D8
BFS,python,https://www.youtube.com/watch?v=K1A7Zj_hoew,K1A7Zj_hoew
BFS,python,https://www.youtube.com/watch?v=d3R1s_OmwAk,d3R1s_OmwAk
BFS,python,https://www.youtube.com/watch?v=qs2cgkXHZXs,qs2cgkXHZXs
BFS,python,https://www.youtube.com/watch?v=ShXeNmIHtB0,ShXeNmIHtB0
BFS,python,https://www.youtube.com/watch?v=cJ9xdW_hqR4,cJ9xdW_hqR4
BFS,python,https://www.youtube.com/watch?v=fPmMPqusEq8,fPmMPqusEq8
BFS,python,https://www.youtube.com/watch?v=vGkQ6hB4GeI,vGkQ6hB4GeI
BFS,python,https://www.youtube.com/watch?v=S2JDw9oNNDk,S2JDw9oNNDk
BFS,python,https://www.youtube.com/watch?v=qpBUjNSzGX8,qpBUjNSzGX8
BFS,python,https://www.youtube.com/watch?v=PFVsoxhztJc,PFVsoxhztJc
BFS,python,https://www.youtube.com/watch?v=gl5RhtU2mF8,gl5RhtU2mF8
BFS,python,https://www.youtube.com/watch?v=3M4yiLbmPAU,3M4yiLbmPAU
BFS,python,https://www.youtube.com/watch?v=3qjxqbC5CYk,3qjxqbC5CYk
BFS,python,https://www.youtube.com/watch?v=mDYEhcKpiz0,mDYEhcKpiz0
BFS,python,https://www.youtube.com/watch?v=-uR7BSfNJko,-uR7BSfNJko
BFS,python,https://www.youtube.com/watch?v=nZJBR5m9bGM,nZJBR5m9bGM
BFS,python,https://www.youtube.com/watch?v=CnECo0rUbzo,CnECo0rUbzo
BFS,python,https://www.youtube.com/watch?v=lyVRSBFVQQM,lyVRSBFVQQM
BFS,python,https://www.youtube.com/watch?v=yN6iRgv09mc,yN6iRgv09mc
BFS,python,https://www.youtube.com/watch?v=tswq532WVF4,tswq532WVF4
BFS,python,https://www.youtube.com/watch?v=224ZyGSxfMo,224ZyGSxfMo
BFS,python,https://www.youtube.com/watch?v=46VmSgebZP4,46VmSgebZP4
BFS,python,https://www.youtube.com/watch?v=e0RBEHvAI_4,e0RBEHvAI_4
BFS,python,https://www.youtube.com/watch?v=U5-bRX2AHNY,U5-bRX2AHNY
BFS,python,https://www.youtube.com/watch?v=6T90pTJ03YY,6T90pTJ03YY
BFS,python,https://www.youtube.com/watch?v=oTH9wKi2Rac,oTH9wKi2Rac
BFS,python,https://www.youtube.com/watch?v=GroMLA3arYs,GroMLA3arYs
BFS,python,https://www.youtube.com/watch?v=3piXbPdLRGQ,3piXbPdLRGQ
BFS,python,https://www.youtube.com/watch?v=YtD2KGRdn3s,YtD2KGRdn3s
BFS,python,https://www.youtube.com/watch?v=Z4plqYyalBQ,Z4plqYyalBQ
BFS,python,https://www.youtube.com/watch?v=PQhMkmhYZjQ,PQhMkmhYZjQ
BFS,java,https://www.youtube.com/watch?v=02qvSxd-yL8,02qvSxd-yL8
BFS,java,https://www.youtube.com/watch?v=Cs8DaupoSPM,Cs8DaupoSPM
BFS,java,https://www.youtube.com/watch?v=09IFRI93gs4,09IFRI93gs4
BFS,java,https://www.youtube.com/watch?v=w419jCHXeEI,w419jCHXeEI
BFS,java,https://www.youtube.com/watch?v=s14vkkAvLRI,s14vkkAvLRI
BFS,java,https://www.youtube.com/watch?v=i2C4hW-c0m4,i2C4hW-c0m4
BFS,java,https://www.youtube.com/watch?v=7OSsRByEwZs,7OSsRByEwZs
BFS,java,https://www.youtube.com/watch?v=GAtyPIM9TP8,GAtyPIM9TP8
BFS,java,https://www.youtube.com/watch?v=7C9RgOcvkvo,7C9RgOcvkvo
BFS,java,https://www.youtube.com/watch?v=x8Zwup81DlA,x8Zwup81DlA
BFS,java,https://www.youtube.com/watch?v=EWZ5Hfjq6TY,EWZ5Hfjq6TY
BFS,java,https://www.youtube.com/watch?v=r3iW552f-kk,r3iW552f-kk
BFS,java,https://www.youtube.com/watch?v=ftOmGdm95XI,ftOmGdm95XI
BFS,java,https://www.youtube.com/watch?v=lq85zEW1S_s,lq85zEW1S_s
BFS,java,https://www.youtube.com/watch?v=WooOuXIiRjE,WooOuXIiRjE
BFS,java,https://www.youtube.com/watch?v=qAfhviRuDfs,qAfhviRuDfs
BFS,java,https://www.youtube.com/watch?v=P70dOq-tU-Y,P70dOq-tU-Y
BFS,java,https://www.youtube.com/watch?v=pbPX0EGi3TQ,pbPX0EGi3TQ
BFS,java,https://www.youtube.com/watch?v=BStHJOq_mnY,BStHJOq_mnY
BFS,java,https://www.youtube.com/watch?v=y4dWsmd7Gqg,y4dWsmd7Gqg
BFS,java,https://www.youtube.com/watch?v=kkDwvvzTAa8,kkDwvvzTAa8
BFS,java,https://www.youtube.com/watch?v=rTk9dewULy8,rTk9dewULy8
BFS,java,https://www.youtube.com/watch?v=7Cox-J7onXw,7Cox-J7onXw
BFS,java,https://www.youtube.com/watch?v=H10hcLFmPQc,H10hcLFmPQc
BFS,java,https://www.youtube.com/watch?v=9Oev6UgLhiI,9Oev6UgLhiI
BFS,java,https://www.youtube.com/watch?v=FvVk49PhQzo,FvVk49PhQzo
BFS,java,https://www.youtube.com/watch?v=KoX1arfQA0Y,KoX1arfQA0Y
BFS,java,https://www.youtube.com/watch?v=Jg60Lvy_Gu8,Jg60Lvy_Gu8
BFS,java,https://www.youtube.com/watch?v=_I401xw0irg,_I401xw0irg
BFS,java,https://www.youtube.com/watch?v=rP37E4EF8uo,rP37E4EF8uo
BFS,java,https://www.youtube.com/watch?v=dCvnjapI6ik,dCvnjapI6ik
BFS,java,https://www.youtube.com/watch?v=kmBJ7IJR_pQ,kmBJ7IJR_pQ
BFS,java,https://www.youtube.com/watch?v=IWc2NU1yrik,IWc2NU1yrik
BFS,c,https://www.youtube.com/watch?v=l0Rsu7dziws,l0Rsu7dziws
BFS,c,https://www.youtube.com/watch?v=Z27rnUEO1R0,Z27rnUEO1R0
BFS,c,https://www.youtube.com/watch?v=RNU2j-l6mCM,RNU2j-l6mCM
BFS,c,https://www.youtube.com/watch?v=9aas7w8d6ek,9aas7w8d6ek
BFS,c,https://www.youtube.com/watch?v=gSpEep-c2mo,gSpEep-c2mo
BFS,c,https://www.youtube.com/watch?v=gK8ap1-5Eio,gK8ap1-5Eio
BFS,c,https://www.youtube.com/watch?v=_G3zzPOz61A,_G3zzPOz61A
BFS,c,https://www.youtube.com/watch?v=-B76_z-WWNg,-B76_z-WWNg
BFS,c,https://www.youtube.com/watch?v=cDS5ZTeANZM,cDS5ZTeANZM
BFS,c,https://www.youtube.com/watch?v=aFpHhmMl9hg,aFpHhmMl9hg
BFS,c,https://www.youtube.com/watch?v=oDqjPvD54Ss,oDqjPvD54Ss
BFS,c,https://www.youtube.com/watch?v=pLIuk-74Yg0,pLIuk-74Yg0
BFS,c,https://www.youtube.com/watch?v=wNOwQmIlSXI,wNOwQmIlSXI
BFS,c,https://www.youtube.com/watch?v=8MrwToiZLbk,8MrwToiZLbk
BFS,c,https://www.youtube.com/watch?v=-2CI8oUbjO8,-2CI8oUbjO8
BFS,c,https://www.youtube.com/watch?v=iYz-pG1CPIM,iYz-pG1CPIM
BFS,c,https://www.youtube.com/watch?v=llVuUGySRwg,llVuUGySRwg
BFS,c,https://www.youtube.com/watch?v=wABnJrTps34,wABnJrTps34
BFS,cpp,https://www.youtube.com/watch?v=9hdhpMVPSwM,9hdhpMVPSwM
BFS,cpp,https://www.youtube.com/watch?v=tC9CBWSzEBk,tC9CBWSzEBk
BFS,cpp,https://www.youtube.com/watch?v=5BVmv7ucrBo,5BVmv7ucrBo
BFS,cpp,https://www.youtube.com/watch?v=jHM3DvmkXA0,jHM3DvmkXA0
BFS,cpp,https://www.youtube.com/watch?v=v78tWnjklio,v78tWnjklio
BFS,cpp,https://www.youtube.com/watch?v=geOBaNYYInc,geOBaNYYInc
BFS,cpp,https://www.youtube.com/watch?v=-tgVpUgsQ5k,-tgVpUgsQ5k
BFS,cpp,https://www.youtube.com/watch?v=KiCBXu4P-2Y,KiCBXu4P-2Y
BFS,cpp,https://www.youtube.com/watch?v=b5kij1Akf9I,b5kij1Akf9I
BFS,cpp,https://www.youtube.com/watch?v=6J50_2SD0C8,6J50_2SD0C8
BFS,cpp,https://www.youtube.com/watch?v=-roXotLkUOw,-roXotLkUOw
BFS,cpp,https://www.youtube.com/watch?v=SA8XKAnBWvQ,SA8XKAnBWvQ
BFS,cpp,https://www.youtube.com/watch?v=J06Y4XKPQD8,J06Y4XKPQD8
BFS,cpp,https://www.youtube.com/watch?v=rmPm2SbKJ5E,rmPm2SbKJ5E
BFS,cpp,https://www.youtube.com/watch?v=nEj2ROx5v_E,nEj2ROx5v_E
BFS,cpp,https://www.youtube.com/watch?v=G32BB0P9vSo,G32BB0P9vSo
BFS,cpp,https://www.youtube.com/watch?v=8mCHHludkjg,8mCHHludkjg
BFS,cpp,https://www.youtube.com/watch?v=5WnfXh0YQcQ,5WnfXh0YQcQ
BFS,cpp,https://www.youtube.com/watch?v=P8XuTz804Lc,P8XuTz804Lc
BFS,cpp,https://www.youtube.com/watch?v=vZKhxZkM1jg,vZKhxZkM1jg
BFS,cpp,https://www.youtube.com/watch?v=vf-cxgUXcMk,vf-cxgUXcMk
BFS,cpp,https://www.youtube.com/watch?v=Ykv33EpJVCU,Ykv33EpJVCU
DFS,python,https://www.youtube.com/watch?v=BLc3wzvycH8,BLc3wzvycH8
DFS,python,https://www.youtube.com/watch?v=dcTbmpvHf7g,dcTbmpvHf7g
DFS,python,https://www.youtube.com/watch?v=i_0NWOg4sRQ,i_0NWOg4sRQ
